Entity,Code,Year,Oil - Proved reserves
Ecuador,ECU,1994,278269978.5232544
Ecuador,ECU,1995,269829108.5243225
Ecuador,ECU,1996,275225200.93917847
Ecuador,ECU,1997,292840273.5710144
Ecuador,ECU,1998,326954484.9395752
Ecuador,ECU,1999,352938687.8013611
Ecuador,ECU,2000,363938124.4659424
Ecuador,ECU,2001,466886546.6117859
Ecuador,ECU,2002,508954636.5737915
Ecuador,ECU,2003,508214149.47509766
Ecuador,ECU,2004,498690060.9970093
Ecuador,ECU,2005,360032534.69467163
Ecuador,ECU,2006,333570088.38653564
Ecuador,ECU,2007,342417462.0628357
Ecuador,ECU,2008,340903057.00302124
Ecuador,ECU,2009,363220759.29641724
Ecuador,ECU,2010,282000218.8682556
Ecuador,ECU,2011,274029624.8435974
Ecuador,ECU,2012,264943129.4441223
Ecuador,ECU,2013,280565521.0494995
Ecuador,ECU,2014,241828354.74014282
Ecuador,ECU,2015,246371602.43988037
Ecuador,ECU,2016,232391534.47151184
Ecuador,ECU,2017,222646763.27705383
Ecuador,ECU,2018,177667424.05891418
Ecuador,ECU,2019,177667424.05891418
Ecuador,ECU,2020,177667424.05891418
Egypt,EGY,1980,397803783.2260132
Egypt,EGY,1981,481532906.627655
Egypt,EGY,1982,504628852.0812988
Egypt,EGY,1983,539952915.9545898
Egypt,EGY,1984,549091834.0682983
Egypt,EGY,1985,518319993.49594116
Egypt,EGY,1986,613800000
Egypt,EGY,1987,639033992.1951294
Egypt,EGY,1988,582496224.9755859
Egypt,EGY,1989,586520026.0162354
Egypt,EGY,1990,471807615.0894165
Egypt,EGY,1991,482214922.23739624
Egypt,EGY,1992,468533992.1951294
Egypt,EGY,1993,467169993.49594116
Egypt,EGY,1994,537552397.9187012
Egypt,EGY,1995,518865586.4715576
Egypt,EGY,1996,524253386.21139526
Egypt,EGY,1997,507271613.78860474
Egypt,EGY,1998,512413885.307312
Egypt,EGY,1999,513818794.5365906
Egypt,EGY,2000,494709154.22439575
Egypt,EGY,2001,500315197.6585388
Egypt,EGY,2002,480810013.0081177
Egypt,EGY,2003,480810013.0081177
Egypt,EGY,2004,493767984.3902588
Egypt,EGY,2005,507408003.9024353
Egypt,EGY,2006,507408003.9024353
Egypt,EGY,2007,555148023.4146118
Egypt,EGY,2008,572879973.9837646
Egypt,EGY,2009,600160013.0081177
Egypt,EGY,2010,613800000
Egypt,EGY,2011,586520026.0162354
Egypt,EGY,2012,572879973.9837646
Egypt,EGY,2013,531960013.0081177
Egypt,EGY,2014,502088399.21951294
Egypt,EGY,2015,473717206.7642212
Egypt,EGY,2016,461577608.58535767
Egypt,EGY,2017,453530006.50405884
Egypt,EGY,2018,436070803.64227295
Egypt,EGY,2019,429114387.51220703
Egypt,EGY,2020,429114387.51220703
Equatorial Guinea,GNQ,1991,40920001.62601471
Equatorial Guinea,GNQ,1992,40920001.62601471
Equatorial Guinea,GNQ,1993,40920001.62601471
Equatorial Guinea,GNQ,1994,40920001.62601471
Equatorial Guinea,GNQ,1995,75702000.97560883
Equatorial Guinea,GNQ,1996,75702000.97560883
Equatorial Guinea,GNQ,1997,75702000.97560883
Equatorial Guinea,GNQ,1998,75702000.97560883
Equatorial Guinea,GNQ,1999,75702000.97560883
Equatorial Guinea,GNQ,2000,109120001.62601471
Equatorial Guinea,GNQ,2001,151404001.95121765
Equatorial Guinea,GNQ,2002,149358003.9024353
Equatorial Guinea,GNQ,2003,174591996.0975647
Equatorial Guinea,GNQ,2004,240745998.04878235
Equatorial Guinea,GNQ,2005,246201992.84553528
Equatorial Guinea,GNQ,2006,239381999.34959412
Equatorial Guinea,GNQ,2007,232562005.85365295
Equatorial Guinea,GNQ,2008,232562005.85365295
Equatorial Guinea,GNQ,2009,232562005.85365295
Equatorial Guinea,GNQ,2010,232562005.85365295
Equatorial Guinea,GNQ,2011,232562005.85365295
Equatorial Guinea,GNQ,2012,232562005.85365295
Equatorial Guinea,GNQ,2013,232562005.85365295
Equatorial Guinea,GNQ,2014,150040003.25202942
Equatorial Guinea,GNQ,2015,150040003.25202942
Equatorial Guinea,GNQ,2016,150040003.25202942
Equatorial Guinea,GNQ,2017,150040003.25202942
Equatorial Guinea,GNQ,2018,150040003.25202942
Equatorial Guinea,GNQ,2019,150040003.25202942
Equatorial Guinea,GNQ,2020,150040003.25202942
Europe,,1980,11400104119.873047
Europe,,1981,10744040225.219727
Europe,,1982,10684193518.066406
Europe,,1983,10831605670.166016
Europe,,1984,10743072421.264648
Europe,,1985,10816734790.039062
Europe,,1986,10572232128.90625
Europe,,1987,10276909353.637695
Europe,,1988,10399945333.862305
Europe,,1989,10281821218.87207
Europe,,1990,10354169247.436523
Europe,,1991,18336706805.41992
Europe,,1992,18455734204.101562
Europe,,1993,18232918676.757812
Europe,,1994,18227116015.625
Europe,,1995,18225698651.123047
Europe,,1996,18411256848.14453
Europe,,1997,18385821295.166016
Europe,,1998,18344197399.902344
Europe,,1999,18120083142.089844
Europe,,2000,18162425085.44922
Europe,,2001,18069170410.15625
Europe,,2002,17582252630.615234
Europe,,2003,17263002203.36914
Europe,,2004,16835913439.941406
Europe,,2005,16654801937.86621
Europe,,2006,16390818319.702148
Europe,,2007,16630096920.776367
Europe,,2008,16442401229.858398
Europe,,2009,16308423861.694336
Europe,,2010,16289972106.933594
Europe,,2011,16313851889.038086
Europe,,2012,16332518017.578125
Europe,,2013,16193100134.277344
Europe,,2014,15830013391.113281
Europe,,2015,15862847961.425781
Europe,,2016,16290482025.146484
Europe,,2017,16396397241.210938
Europe,,2018,16606073529.052734
Europe,,2019,16640795837.402344
Europe,,2020,16563488073.730469
Europe (BP),,1980,2261303859.7106934
Europe (BP),,1981,2150840615.463257
Europe (BP),,1982,2090993257.9040527
Europe (BP),,1983,2238406190.4907227
Europe (BP),,1984,2149872941.5893555
Europe (BP),,1985,2223535050.201416
Europe (BP),,1986,2251832389.0686035
Europe (BP),,1987,2229308833.3129883
Europe (BP),,1988,2352345333.8623047
Europe (BP),,1989,2302421479.034424
Europe (BP),,1990,2388409039.3066406
Europe (BP),,1991,2493948060.60791
Europe (BP),,1992,2612974938.9648438
Europe (BP),,1993,2536458589.1723633
Europe (BP),,1994,2530656708.5266113
Europe (BP),,1995,2729671543.121338
Europe (BP),,1996,2915231301.1169434
Europe (BP),,1997,2957345602.416992
Europe (BP),,1998,2915721707.1533203
Europe (BP),,1999,2828002506.2561035
Europe (BP),,2000,2870344709.777832
Europe (BP),,2001,2888509245.300293
Europe (BP),,2002,2622274702.4536133
Europe (BP),,2003,2563624481.9641113
Europe (BP),,2004,2450668231.9641113
Europe (BP),,2005,2413985340.118408
Europe (BP),,2006,2200618128.967285
Europe (BP),,2007,2113449821.8536377
Europe (BP),,2008,1934056171.798706
Europe (BP),,2009,1909501268.3868408
Europe (BP),,2010,1858803950.881958
Europe (BP),,2011,1895082420.349121
Europe (BP),,2012,1943466244.1253662
Europe (BP),,2013,1868860526.6571045
Europe (BP),,2014,1758458030.3192139
Europe (BP),,2015,1898871294.784546
Europe (BP),,2016,1793495785.522461
Europe (BP),,2017,1857311009.2163086
Europe (BP),,2018,1981159086.227417
Europe (BP),,2019,1936298120.880127
Europe (BP),,2020,1858990617.3706055
European Union (27),,1980,455914622.11608887
European Union (27),,1981,425770130.5389404
European Union (27),,1982,436635323.42910767
European Union (27),,1983,517069197.9408264
European Union (27),,1984,549324094.0093994
European Union (27),,1985,546256844.9020386
European Union (27),,1986,538852234.0774536
European Union (27),,1987,521132836.3418579
European Union (27),,1988,542580815.8874512
European Union (27),,1989,529189348.98376465
European Union (27),,1990,578534667.7780151
European Union (27),,1991,588810690.498352
European Union (27),,1992,538596884.727478
European Union (27),,1993,491731596.0884094
European Union (27),,1994,501810123.0621338
European Union (27),,1995,516801035.5949402
European Union (27),,1996,508655547.4281311
European Union (27),,1997,479282144.5465088
European Union (27),,1998,491394653.3203125
European Union (27),,1999,518665196.4187622
European Union (27),,2000,535934350.68130493
European Union (27),,2001,552117522.239685
European Union (27),,2002,453559925.17471313
European Union (27),,2003,458720147.895813
European Union (27),,2004,445309689.1403198
European Union (27),,2005,429994451.713562
European Union (27),,2006,411807607.2692871
European Union (27),,2007,404786248.11172485
European Union (27),,2008,360095916.7480469
European Union (27),,2009,438080980.5870056
European Union (27),,2010,435597535.80093384
European Union (27),,2011,419615632.34329224
European Union (27),,2012,397697962.1887207
European Union (27),,2013,384007178.49731445
European Union (27),,2014,374845138.45443726
European Union (27),,2015,350086332.79800415
European Union (27),,2016,321583270.54977417
European Union (27),,2017,324031951.1413574
European Union (27),,2018,324792503.26156616
European Union (27),,2019,321864766.2162781
European Union (27),,2020,330686123.65722656
Gabon,GAB,1980,64234170.44878006
Gabon,GAB,1981,63219764.91212845
Gabon,GAB,1982,65715473.91414642
Gabon,GAB,1983,74651717.4243927
Gabon,GAB,1984,84977203.51219177
Gabon,GAB,1985,89614800.71544647
Gabon,GAB,1986,88114403.77235413
Gabon,GAB,1987,130943997.07317352
Gabon,GAB,1988,126852000.97560883
Gabon,GAB,1989,130753037.90569305
Gabon,GAB,1990,117304001.95121765
Gabon,GAB,1991,119486398.24390411
Gabon,GAB,1992,104809761.83414459
Gabon,GAB,1993,90296800.06504059
Gabon,GAB,1994,190959996.74797058
Gabon,GAB,1995,200508003.9024353
Gabon,GAB,1996,381919993.49594116
Gabon,GAB,1997,364501733.6845398
Gabon,GAB,1998,349866007.8048706
Gabon,GAB,1999,349866007.8048706
Gabon,GAB,2000,330088010.40649414
Gabon,GAB,2001,327360013.0081177
Gabon,GAB,2002,323267984.3902588
Gabon,GAB,2003,311674011.7073059
Gabon,GAB,2004,298716007.8048706
Gabon,GAB,2005,292714387.51220703
Gabon,GAB,2006,293260013.0081177
Gabon,GAB,2007,272800000
Gabon,GAB,2008,272800000
Gabon,GAB,2009,272800000
Gabon,GAB,2010,272800000
Gabon,GAB,2011,272800000
Gabon,GAB,2012,272800000
Gabon,GAB,2013,272800000
Gabon,GAB,2014,272800000
Gabon,GAB,2015,272800000
Gabon,GAB,2016,272800000
Gabon,GAB,2017,272800000
Gabon,GAB,2018,272800000
Gabon,GAB,2019,272800000
Gabon,GAB,2020,272800000
High-income countries,,1980,49882210119.62891
High-income countries,,1981,50206959338.37891
High-income countries,,1982,49681768554.6875
High-income countries,,1983,50231643542.48047
High-income countries,,1984,54366176965.33203
High-income countries,,1985,54551050415.03906
High-income countries,,1986,63281378869.62891
High-income countries,,1987,63486657373.046875
High-income countries,,1988,75233932543.94531
High-income countries,,1989,76131363623.04688
High-income countries,,1990,75815114428.71094
High-income countries,,1991,75632118310.54688
High-income countries,,1992,75714954003.90625
High-income countries,,1993,75602472290.03906
High-income countries,,1994,76853857373.04688
High-income countries,,1995,77157685375.97656
High-income countries,,1996,77399573925.78125
High-income countries,,1997,78794052465.82031
High-income countries,,1998,78833680395.50781
High-income countries,,1999,97047609301.75781
High-income countries,,2000,97730841430.66406
High-income countries,,2001,97694818310.54688
High-income countries,,2002,98890266406.25
High-income countries,,2003,98654663378.90625
High-income countries,,2004,99060458374.02344
High-income countries,,2005,99282865966.79688
High-income countries,,2006,98838109057.61719
High-income countries,,2007,98781447778.32031
High-income countries,,2008,98002417626.95312
High-income countries,,2009,98008120385.74219
High-income countries,,2010,98301750024.41406
High-income countries,,2011,98920478540.03906
High-income countries,,2012,99777957006.83594
High-income countries,,2013,100099634228.51562
High-income countries,,2014,100768030859.375
High-income countries,,2015,99800867944.33594
High-income countries,,2016,99742225268.55469
High-income countries,,2017,105583282202.14844
High-income countries,,2018,106842975830.07812
High-income countries,,2019,106543776635.74219
High-income countries,,2020,106317722607.42188
India,IND,1980,376049202.34680176
India,IND,1981,474999351.8829346
India,IND,1982,478041072.5593567
India,IND,1983,493767984.3902588
India,IND,1984,512863998.69918823
India,IND,1985,513042730.23605347
India,IND,1986,632214031.2194824
India,IND,1987,602287815.8569336
India,IND,1988,608821403.1219482
India,IND,1989,592712540.435791
India,IND,1990,758815601.5396118
India,IND,1991,835531821.0601807
India,IND,1992,806123979.1870117
India,IND,1993,799304018.2113647
India,IND,1994,792115732.383728
India,IND,1995,751533462.1429443
India,IND,1996,748421400.0701904
India,IND,1997,767309642.2195435
India,IND,1998,735777899.9328613
India,IND,1999,678209369.468689
India,IND,2000,721542401.3137817
India,IND,2001,752036746.2158203
India,IND,2002,760612998.1994629
India,IND,2003,781729986.1907959
India,IND,2004,759103145.980835
India,IND,2005,807335425.1861572
India,IND,2006,776481535.91156
India,IND,2007,744641696.357727
India,IND,2008,790860839.2715454
India,IND,2009,794239958.0001831
India,IND,2010,795647111.1297607
India,IND,2011,777960558.8912964
India,IND,2012,780168816.947937
India,IND,2013,778984557.9147339
India,IND,2014,783401074.0280151
India,IND,2015,652819670.1049805
India,IND,2016,638111716.6519165
India,IND,2017,620465229.4158936
India,IND,2018,610605141.2582397
India,IND,2019,635707816.5054321
India,IND,2020,619705035.0189209
Indonesia,IDN,1980,1582649157.333374
Indonesia,IDN,1981,1502855152.130127
Indonesia,IDN,1982,1436837654.1137695
Indonesia,IDN,1983,1374911989.5935059
Indonesia,IDN,1984,1310940408.3251953
Indonesia,IDN,1985,1252152041.6259766
Indonesia,IDN,1986,1227600000
Indonesia,IDN,1987,1227600000
Indonesia,IDN,1988,1227600000
Indonesia,IDN,1989,697549578.666687
Indonesia,IDN,1990,738605994.7967529
Indonesia,IDN,1991,805987589.0731812
Indonesia,IDN,1992,763567206.7642212
Indonesia,IDN,1993,704778775.0244141
Indonesia,IDN,1994,679272002.6016235
Indonesia,IDN,1995,679272002.6016235
Indonesia,IDN,1996,645172002.6016235
Indonesia,IDN,1997,664267984.3902588
Indonesia,IDN,1998,695639986.9918823
Indonesia,IDN,1999,709279973.9837646
Indonesia,IDN,2000,698367984.3902588
Indonesia,IDN,2001,695639986.9918823
Indonesia,IDN,2002,643807971.3821411
Indonesia,IDN,2003,645172002.6016235
Indonesia,IDN,2004,586520026.0162354
Indonesia,IDN,2005,571516007.8048706
Indonesia,IDN,2006,596067984.3902588
Indonesia,IDN,2007,544064131.5460205
Indonesia,IDN,2008,511158992.1951294
Indonesia,IDN,2009,586929196.357727
Indonesia,IDN,2010,576972002.6016235
Indonesia,IDN,2011,510317399.50180054
Indonesia,IDN,2012,510317399.50180054
Indonesia,IDN,2013,503657015.6097412
Indonesia,IDN,2014,494381804.9430847
Indonesia,IDN,2015,491385092.3538208
Indonesia,IDN,2016,451061163.3300781
Indonesia,IDN,2017,432510774.5170593
Indonesia,IDN,2018,430246516.51382446
Indonesia,IDN,2019,338813498.0201721
Indonesia,IDN,2020,332816007.8048706
Iran,IRN,1980,7951574595.64209
Iran,IRN,1981,7777528062.438965
Iran,IRN,1982,7658587037.658691
Iran,IRN,1983,7537054795.837402
Iran,IRN,1984,8030413674.926758
Iran,IRN,1985,8047600000
Iran,IRN,1986,12666104083.251953
Iran,IRN,1987,12666104083.251953
Iran,IRN,1988,12666104083.251953
Iran,IRN,1989,12666104083.251953
Iran,IRN,1990,12664739791.870117
Iran,IRN,1991,12666104083.251953
Iran,IRN,1992,12666104083.251953
Iran,IRN,1993,12666104083.251953
Iran,IRN,1994,12862520416.259766
Iran,IRN,1995,12780679583.740234
Iran,IRN,1996,12630639791.870117
Iran,IRN,1997,12630639791.870117
Iran,IRN,1998,12780679583.740234
Iran,IRN,1999,12698839791.870117
Iran,IRN,2000,13575891833.496094
Iran,IRN,2001,13514512249.75586
Iran,IRN,2002,17826116333.007812
Iran,IRN,2003,18175300000
Iran,IRN,2004,18105736749.26758
Iran,IRN,2005,18753636749.26758
Iran,IRN,2006,18877759167.48047
Iran,IRN,2007,18570859167.48047
Iran,IRN,2008,18771367333.984375
Iran,IRN,2009,18688163250.73242
Iran,IRN,2010,20619587750.24414
Iran,IRN,2011,21084712249.75586
Iran,IRN,2012,21455720416.259766
Iran,IRN,2013,21523920416.259766
Iran,IRN,2014,21487091833.496094
Iran,IRN,2015,21605759167.48047
Iran,IRN,2016,21442079583.740234
Iran,IRN,2017,21223840832.51953
Iran,IRN,2018,21223840832.51953
Iran,IRN,2019,21523920416.259766
Iran,IRN,2020,21523920416.259766
Iraq,IRQ,1980,4092000000
Iraq,IRQ,1981,4364800000
Iraq,IRQ,1982,8047600000
Iraq,IRQ,1983,8866000000
Iraq,IRQ,1984,8866000000
Iraq,IRQ,1985,8866000000
Iraq,IRQ,1986,9820800000
Iraq,IRQ,1987,13640000000
Iraq,IRQ,1988,13640000000
Iraq,IRQ,1989,13640000000
Iraq,IRQ,1990,13640000000
Iraq,IRQ,1991,13640000000
Iraq,IRQ,1992,13640000000
Iraq,IRQ,1993,13640000000
Iraq,IRQ,1994,13640000000
Iraq,IRQ,1995,13640000000
Iraq,IRQ,1996,15276800000
Iraq,IRQ,1997,15345000000
Iraq,IRQ,1998,15345000000
Iraq,IRQ,1999,15345000000
Iraq,IRQ,2000,15345000000
Iraq,IRQ,2001,15686000000
Iraq,IRQ,2002,15686000000
Iraq,IRQ,2003,15686000000
Iraq,IRQ,2004,15686000000
Iraq,IRQ,2005,15686000000
Iraq,IRQ,2006,15686000000
Iraq,IRQ,2007,15686000000
Iraq,IRQ,2008,15686000000
Iraq,IRQ,2009,15686000000
Iraq,IRQ,2010,15686000000
Iraq,IRQ,2011,19518840832.51953
Iraq,IRQ,2012,19136920416.259766
Iraq,IRQ,2013,19670380200.195312
Iraq,IRQ,2014,19514611633.30078
Iraq,IRQ,2015,19437410015.86914
Iraq,IRQ,2016,20291683282.470703
Iraq,IRQ,2017,20081218182.373047
Iraq,IRQ,2018,19780591217.041016
Iraq,IRQ,2019,19780591217.041016
Iraq,IRQ,2020,19780591217.041016
Italy,ITA,1980,51620580.85203171
Italy,ITA,1981,51620580.85203171
Italy,ITA,1982,56782636.90471649
Italy,ITA,1983,58847460.13879776
Italy,ITA,1984,84657748.53229523
Italy,ITA,1985,86722575.83141327
Italy,ITA,1986,87754989.48097229
Italy,ITA,1987,92917041.4686203
Italy,ITA,1988,109435627.34127045
Italy,ITA,1989,104273575.35362244
Italy,ITA,1990,104273575.35362244
Italy,ITA,1991,112532868.28994751
Italy,ITA,1992,87754989.48097229
Italy,ITA,1993,87754989.48097229
Italy,ITA,1994,103241161.70406342
Italy,ITA,1995,105305980.87310791
Italy,ITA,1996,103241161.70406342
Italy,ITA,1997,87754989.48097229
Italy,ITA,1998,86722575.83141327
Italy,ITA,1999,86722575.83141327
Italy,ITA,2000,81560515.71369171
Italy,ITA,2001,77430869.24552917
Italy,ITA,2002,75578724.67041016
Italy,ITA,2003,68896958.68492126
Italy,ITA,2004,63112354.44545746
Italy,ITA,2005,62700419.878959656
Italy,ITA,2006,61446043.026447296
Italy,ITA,2007,62263712.97836304
Italy,ITA,2008,64042556.81037903
Italy,ITA,2009,72018971.96769714
Italy,ITA,2010,79078599.38144684
Italy,ITA,2011,78795721.60243988
Italy,ITA,2012,84724854.15935516
Italy,ITA,2013,82309010.93482971
Italy,ITA,2014,87555729.50839996
Italy,ITA,2015,84152903.48529816
Italy,ITA,2016,73733807.73067474
Italy,ITA,2017,80780012.39299774
Italy,ITA,2018,78289835.90602875
Italy,ITA,2019,75266936.34986877
Italy,ITA,2020,82395734.42935944
Kazakhstan,KAZ,1991,707506772.4227905
Kazakhstan,KAZ,1992,707506772.4227905
Kazakhstan,KAZ,1993,707506772.4227905
Kazakhstan,KAZ,1994,725375178.1463623
Kazakhstan,KAZ,1995,725375178.1463623
Kazakhstan,KAZ,1996,725375178.1463623
Kazakhstan,KAZ,1997,725375178.1463623
Kazakhstan,KAZ,1998,736560013.0081177
Kazakhstan,KAZ,1999,736560013.0081177
Kazakhstan,KAZ,2000,736560013.0081177
Kazakhstan,KAZ,2001,736560013.0081177
Kazakhstan,KAZ,2002,736560013.0081177
Kazakhstan,KAZ,2003,1227600000
Kazakhstan,KAZ,2004,1227600000
Kazakhstan,KAZ,2005,1227600000
Kazakhstan,KAZ,2006,1227600000
Kazakhstan,KAZ,2007,4092000000
Kazakhstan,KAZ,2008,4092000000
Kazakhstan,KAZ,2009,4092000000
Kazakhstan,KAZ,2010,4092000000
Kazakhstan,KAZ,2011,4092000000
Kazakhstan,KAZ,2012,4092000000
Kazakhstan,KAZ,2013,4092000000
Kazakhstan,KAZ,2014,4092000000
Kazakhstan,KAZ,2015,4092000000
Kazakhstan,KAZ,2016,4092000000
Kazakhstan,KAZ,2017,4092000000
Kazakhstan,KAZ,2018,4092000000
Kazakhstan,KAZ,2019,4092000000
Kazakhstan,KAZ,2020,4092000000
Kuwait,KWT,1980,9265652041.625977
Kuwait,KWT,1981,9238372457.885742
Kuwait,KWT,1982,9159260208.129883
Kuwait,KWT,1983,9138800000
Kuwait,KWT,1984,12645643875.12207
Kuwait,KWT,1985,12612089175.41504
Kuwait,KWT,1986,12892801232.910156
Kuwait,KWT,1987,12893210208.129883
Kuwait,KWT,1988,12893210208.129883
Kuwait,KWT,1989,13247850000
Kuwait,KWT,1990,13234210208.129883
Kuwait,KWT,1991,13162600000
Kuwait,KWT,1992,13162600000
Kuwait,KWT,1993,13162600000
Kuwait,KWT,1994,13162600000
Kuwait,KWT,1995,13162600000
Kuwait,KWT,1996,13162600000
Kuwait,KWT,1997,13162600000
Kuwait,KWT,1998,13162600000
Kuwait,KWT,1999,13162600000
Kuwait,KWT,2000,13162600000
Kuwait,KWT,2001,13162600000
Kuwait,KWT,2002,13162600000
Kuwait,KWT,2003,13503600000
Kuwait,KWT,2004,13844600000
Kuwait,KWT,2005,13844600000
Kuwait,KWT,2006,13844600000
Kuwait,KWT,2007,13844600000
Kuwait,KWT,2008,13844600000
Kuwait,KWT,2009,13844600000
Kuwait,KWT,2010,13844600000
Kuwait,KWT,2011,13844600000
Kuwait,KWT,2012,13844600000
Kuwait,KWT,2013,13844600000
Kuwait,KWT,2014,13844600000
Kuwait,KWT,2015,13844600000
Kuwait,KWT,2016,13844600000
Kuwait,KWT,2017,13844600000
Kuwait,KWT,2018,13844600000
Kuwait,KWT,2019,13844600000
Kuwait,KWT,2020,13844600000
Libya,LBY,1980,2773011989.593506
Libya,LBY,1981,3082640052.0324707
Libya,LBY,1982,3026170512.3901367
Libya,LBY,1983,2971337654.1137695
Libya,LBY,1984,2922369895.9350586
Libya,LBY,1985,2905319895.9350586
Libya,LBY,1986,3109919895.9350586
Libya,LBY,1987,3109919895.9350586
Libya,LBY,1988,3109919895.9350586
Libya,LBY,1989,3109919895.9350586
Libya,LBY,1990,3109919895.9350586
Libya,LBY,1991,3109919895.9350586
Libya,LBY,1992,3109919895.9350586
Libya,LBY,1993,3109919895.9350586
Libya,LBY,1994,3109919895.9350586
Libya,LBY,1995,4023800000
Libya,LBY,1996,4023800000
Libya,LBY,1997,4023800000
Libya,LBY,1998,4023800000
Libya,LBY,1999,4023800000
Libya,LBY,2000,4910400000
Libya,LBY,2001,4910400000
Libya,LBY,2002,4910400000
Libya,LBY,2003,5336786325.073242
Libya,LBY,2004,5336786325.073242
Libya,LBY,2005,5655689695.739746
Libya,LBY,2006,5655689695.739746
Libya,LBY,2007,5955632954.406738
Libya,LBY,2008,6038564387.512207
Libya,LBY,2009,6331960920.715332
Libya,LBY,2010,6424030816.650391
Libya,LBY,2011,6549109591.674805
Libya,LBY,2012,6611580816.650391
Libya,LBY,2013,6596713058.47168
Libya,LBY,2014,6596713058.47168
Libya,LBY,2015,6596713058.47168
Libya,LBY,2016,6596713058.47168
Libya,LBY,2017,6596713058.47168
Libya,LBY,2018,6596713058.47168
Libya,LBY,2019,6596713058.47168
Libya,LBY,2020,6596713058.47168
Low-income countries,,1980,198056624.12643433
Low-income countries,,1981,285075988.2926941
Low-income countries,,1982,293260013.0081177
Low-income countries,,1983,240063998.69918823
Low-income countries,,1984,231538998.69918823
Low-income countries,,1985,319175988.2926941
Low-income countries,,1986,330088010.40649414
Low-income countries,,1987,418747990.8943176
Low-income countries,,1988,559239986.9918823
Low-income countries,,1989,586520026.0162354
Low-income countries,,1990,570151976.5853882
Low-income countries,,1991,724283992.1951294
Low-income countries,,1992,724283992.1951294
Low-income countries,,1993,714190408.3251953
Low-income countries,,1994,673270382.30896
Low-income countries,,1995,660776150.3219604
Low-income countries,,1996,645990408.3251953
Low-income countries,,1997,605084040.8325195
Low-income countries,,1998,601810417.9382324
Low-income countries,,1999,601810417.9382324
Low-income countries,,2000,803000469.9707031
Low-income countries,,2001,844043227.5772095
Low-income countries,,2002,899967206.7642212
Low-income countries,,2003,914971159.9349976
Low-income countries,,2004,1039640764.6179199
Low-income countries,,2005,1088976717.5674438
Low-income countries,,2006,1674991963.5772705
Low-income countries,,2007,1591788010.4064941
Low-income countries,,2008,1591788010.4064941
Low-income countries,,2009,1636800000
Low-income countries,,2010,1636800000
Low-income countries,,2011,1636800000
Low-income countries,,2012,1636800000
Low-income countries,,2013,1636800000
Low-income countries,,2014,1636800000
Low-income countries,,2015,1636800000
Low-income countries,,2016,1636800000
Low-income countries,,2017,1636800000
Low-income countries,,2018,1636800000
Low-income countries,,2019,1636800000
Low-income countries,,2020,1636800000
Lower-middle-income countries,,1980,14285641790.771484
Lower-middle-income countries,,1981,14180572622.680664
Lower-middle-income countries,,1982,14286460781.860352
Lower-middle-income countries,,1983,14138457540.893555
Lower-middle-income countries,,1984,14551292529.296875
Lower-middle-income countries,,1985,14419568167.114258
Lower-middle-income countries,,1986,19059623059.08203
Lower-middle-income countries,,1987,19088702966.308594
Lower-middle-income countries,,1988,19148527819.82422
Lower-middle-income countries,,1989,18625270562.74414
Lower-middle-income countries,,1990,18810379199.21875
Lower-middle-income countries,,1991,19188873797.60742
Lower-middle-income countries,,1992,19250501055.908203
Lower-middle-income countries,,1993,19270864483.64258
Lower-middle-income countries,,1994,19861872180.17578
Lower-middle-income countries,,1995,19734190740.966797
Lower-middle-income countries,,1996,19833603979.492188
Lower-middle-income countries,,1997,19984200518.79883
Lower-middle-income countries,,1998,20498050305.17578
Lower-middle-income countries,,1999,21388230139.160156
Lower-middle-income countries,,2000,22414327111.816406
Lower-middle-income countries,,2001,22848007348.632812
Lower-middle-income countries,,2002,27893300488.28125
Lower-middle-income countries,,2003,28518655859.375
Lower-middle-income countries,,2004,28518372802.734375
Lower-middle-income countries,,2005,29331059637.45117
Lower-middle-income countries,,2006,29648268310.546875
Lower-middle-income countries,,2007,29341412017.822266
Lower-middle-income countries,,2008,29749739953.61328
Lower-middle-income countries,,2009,29729043518.066406
Lower-middle-income countries,,2010,31591221124.26758
Lower-middle-income countries,,2011,31814733886.71875
Lower-middle-income countries,,2012,32295980126.953125
Lower-middle-income countries,,2013,32391936328.125
Lower-middle-income countries,,2014,32318058544.921875
Lower-middle-income countries,,2015,32387988104.248047
Lower-middle-income countries,,2016,32210332598.876953
Lower-middle-income countries,,2017,31792488964.84375
Lower-middle-income countries,,2018,31666745214.84375
Lower-middle-income countries,,2019,31817289721.679688
Lower-middle-income countries,,2020,31795288311.76758
Malaysia,MYS,1980,197814234.11369324
Malaysia,MYS,1981,196274820.9476471
Malaysia,MYS,1982,219793595.26634216
Malaysia,MYS,1983,252463303.94744873
Malaysia,MYS,1984,262212904.40559387
Malaysia,MYS,1985,258535428.23791504
Malaysia,MYS,1986,248529258.9187622
Malaysia,MYS,1987,249897615.33737183
Malaysia,MYS,1988,261186628.9615631
Malaysia,MYS,1989,251693597.36442566
Malaysia,MYS,1990,260416922.37854004
Malaysia,MYS,1991,480125005.53131104
Malaysia,MYS,1992,522971924.01885986
Malaysia,MYS,1993,367748039.53170776
Malaysia,MYS,1994,351669745.9220886
Malaysia,MYS,1995,342091185.9512329
Malaysia,MYS,1996,329262775.4211426
Malaysia,MYS,1997,331828464.0312195
Malaysia,MYS,1998,292487981.22406006
Malaysia,MYS,1999,289922292.61398315
